text,papers
السادة المحامين  دلوقت لو فيه حاله لام نقلت حياتها وعنوانها لمحافظة القاهرة وهى اصلا من اسكندرية واترفعت رؤيه ايه اللى بيحصل ؟,"فإذا كانت المحافظة التي يقيم بها الأم محافظة القاهرة، فسيجب رفع الدعوى لدى محكمة الأسرة المختصة بمنطقة الأم بمحافظة القاهرة."
هل من الممكن عمل انذار بعرض المنقولات على الزوجه قبل تحرير الزوجة محضر ضد زوجها بالتبديد؟. وكيفيه اثبات ان الزوجة تركت منزل الزوجية ومعها المصوغات الذهبية وبعض المنقولات الخفيفة. لان انا كدا هعرض عالزوجة المنقولات الموجوده فقط وهى ممكن ترفض تستلم لعدم وجود كافه المنقولات والدهب. ارجوا الافاده وشكرا جزيلا,يمكن للمحامي عمل إنذار للزوجة بعرض المنقولات والمصوغات الذهبية في حال كان هناك شك بان الزوج قام بالتبديد.
معلش سؤال هو دلوقتي جارتي كان جوزها تطردها قبل كدا من البيت هي وبنتها بليل. من غير اي حاجه وكلمت ناس وخالو عشان يديهم بس غيرت بنتها ومحدش. رفعت قضيه إثبات حالها . ف حصل صلح ورجعت  شهور رجع ضربها تاني وكان حبسها فعرفت تمشي وسبت البيت ومش راضيه ترجع  طلبه الطلاق ب الود اي حقوقها علما انها كانت حامل لما مشيت ودلوقتي معاها بنتين,اذا كانت الجارة قد قدمت اثبات حالتها سابقاً وحدث تفاقم في الوضع بعد الصلح فهي مؤهلة لتقديم قضية جديدة بناءً على الاعتداء الجديد.
ممكن بعد اذنكم سؤال. المحامي من شهر  و هو بيقولي انه هايطلع قسيمه الطلاق و جت إجازات العيد و قال بعد العيد و كل شويه يقول الأسبوع الجاي و انها لازم تيجي من العباسيه و مش عارفه بتروح فين و فين تتختم و تتوثق و بعد كده قالي انها ف السجل اللي في منطقتي و انه هايجبها قولتله ينفع انا اجبها قالي اه عادي روحي ب البطاقه و هما هايدوهالك و قالي بس انا هاجبهالك و ماجابهاش بيقول لسه ماجتش للسجل. سؤال هو انا اطلعها لوحدي ازااااي بالله عليكم.,"إذا كان المحامي لا يرد عليك أو يؤخر الإجراءات بشكل غير مبرر، يمكنك التفاوض مع محام آخر لمساعدتك في الوصول لحلول سريعة وفعالة."
السلام عليكم .ممكن محامي يجاوبني انا ادفعلي شهر واحد نفقه ليا ولاولادي من مبلغ متجمد النفقه المحامي بتاعي فؤجئت أنه بيقولي اي مبلغ هيجيلك من المتجمد هياخد نسبه عشرين ف الميه فهو كل المحامين بيطلبو كدا ...وسؤال تاني انا بسأله هو انا هفضل كدا اجمع كل كام شهر وارفع بيه متجمد علطول مينفعش لو ابو الاولاد دفع كل شهر وربنا هداه قالي لا لازم كدا هو الكلام ده صحيح,"لذلك، إن تدفق المدفوعات شهريا يعد الطريقة الأفضل للحصول على الحقوق المالية الخاصة بك."
"السلام عليكم . لو في خطأ في عريضة الدعوى، من حيث المبلغ المطلوب . يعني مصاريف دراسية المبلغ الحقيقي أقل من المكتوب في صحيفة الدعوى . حصل خطأ من المحامي وجمع ايصالات سنة زيادة (الأب دفعها خلاص)،، ايه العمل؟ … See more",ومن المهم الاهتمام بتفاصيل العريضة قبل تقديمها للمحكمة لتجنب أي خطأ مماثل في المستقبل.
السلام عليكم . هل ينفع ادفع حكم نهائى متجمد نفقه .. عن طريق أنذار من المحكمه عن طريق محضر .. ع قسطين مثلا او ثلاثه  .. لان محسوب فى المده بتاعت المتجمد فتره انا دفعتها ومعايا إيصالات بيها ..,"عموما، يتم تطبيق عقوبات مالية في حالة عدم الدفع في الوقت المناسب لأي حكم نهائي."
لو سمحت محتاج استشارة حضراتكم. زوج رفع دعوى انذار طاعة على زوجته . وهي لا تطيق العيشة معاه وعملت دعوى اعتراض ولكن الاعتراض اترفض. فكده المفروض ايه الخطوة اللي تعملها. وايه من حقوقها الزوجية اللي ممكن يروح عليها؟,"إذا تم رفع دعوى انذار طاعة من الزوج على زوجته ولم يلتزم بها الزوج، فقد تكون الخطوة التالية للزوجة هي تقديم دعوى طلاق على الزوج."
اختى اتجوزت بعقد زواج عرفى بشهاده اخواتها والزواج تم فى بيتها وانجبت بنت وبعد ذلك الزوج اختفى ولله اعلم راح فين ؟؟؟ هل ينفع ترفع دعوى إثبات نسب ؟؟ علما بان الزوج لم يكتب الرقم القومى فى قسيمة الزواج العرفى وعند البحث فى الاحوال المدنيه وجد ان اسمه غير مقيد على الكمبيوتر وليس له رقم قومى,ومن المهم الإشارة إلى أن رفض الأب الاعتراف بالنسب وعدم وجود رقم قومي لديه قد يجعل الأمر أكثر تعقيدًا ويتطلب القيام بخطوات إضافية لثبوت النسب.
"لوسمحتم. والدي جاله زهايمر ونتيجة لكده البنك رفض يسلمه الفيزا بتاعة المعاش وقال لازم أمر نيابة  حسبيةبتعيين قيم.. كنت عايز أعرف أيه الأجراءات والورق المطلوب ويتعمل فين، مع العلم أني عايز تعيين قيم مش عايز قضية حجر. وشكرا جزيلا مقدما","عزيزي السائل، لرفع دعوى تعيين قيم، يجب اتخاذ الخطوات التالية: 1- تقديم طلب إلى محكمة الأسرة لطلب تعيين قيمة للمنقولات."
لو تم الحكم فى أمر آداء لايصال أمانة بضرورة السداد وتم تأييد الحكم فى الاستئناف .. امتى اقدر أنفذ الحكم بتاع الاستئناف واستلم فلوس الايصال ؟ . يعنى انتظر وقت قد ايه ؟ . ارجوا الافادة من فضلكم,"ومدة انتظار السداد تختلف حسب الظروف والجهة المدينة، بعض الجهات تقوم بالسداد بشكل سريع، بينما يحتاج البعض الآخر إلى وقت أطول."
سلام علبكم محتاجه استفسار ضروري جدا . انا كنت رافعه محضر ضرب والجلسه بكرا ومش فاكره اذا كانت ببطاقتي ولا بطاقة بابا اعرف منين ان هي ببطاقتي انا ولا بابا. ثانيا انا رايحه اتنازل عنها وبطاقتي ضايعه هل ممكن اتنازل بصوره البطاقه وشهاده الميلاد اللي تثبت ان البطاقه سليمه وارجو الرد لان الجلسه الصبح,"وعلى كل حال، يجب عليك الحضور إلى الجلسة وإرسال تفويض يقوم فيه محاميك بالترافع نيابة عنك إذا كنت لا تستطيع الحضور بنفسك."
سوال للسادة الافاضل. هل مصاريف الجامعة الخاصة تدخل ضمن النفقات الواجبة على الاب والملزمة قانونا له بعد الانفصال على الرغم من ان التنسيق ادخل الابن لجامعة حكومية؟,"ومع ذلك، ينبغي التحقق من القوانين والنظم المحلية المعمول بها في بلد السائل للتأكد من صحة هذه الإجابة."
المستندات المطلوبة لتغير مكان الرؤيا . هل بعد المكان او عدم تنفيذ الرؤيا من إدارة النادى بالشكل القانونى . الإجابة من الزملاء المحامين,3- الشهادات والوثائق والأدلة التي تثبت على الأقل بصورة واضحة وحقيقية وجود التقاعس أو الإهمال من إدارة النادي.
مش شطارة لما يجيلك موكل ممتنع عن دفع نفقة أولاده تقوله المحاكم حبالها طويلة هخليك تدفعهم بعد سنة.. مش شطارة لما يجيلك موكل مش عايز يسدد باقى ثمن حاجة اشتراها ت… See more,"وبالنسبة لرفع قضية، يجب على المحامي تحديد الأوراق اللازمة والخطوات التي يجب اتخاذها والتأكد من استيفاء موكله لجميع المتطلبات القانونية والإجرائية."
سؤال بعد اذنكم اذا تم الاتفاق ع الحقوق الشرعيه للزوجه بعد الطلاق بين المحامين . ايه الطريقه القانونيه لتوثيق الاتفاق وعدم المطالبه بيهم تاني من الزوجه,يمكنها أيضًا توثيق الاتفاق في محكمة الأسرة المختصة بالنظر في القضايا الخاصة بالطلاق ومن ثم يكون هناك حكم قضائي رسمي يوثق الاتفاق المتمم بين الزوجين.
دلوقتى أنا زوجى من محافظه وأنا من محافظه تانيه وهو رافع رؤيه قعدت مع الخبيره عشان تبقى الرؤيه فى أقرب مكان ليا. سؤالى خل لازم أحضر الجلسه الجايه. ولو محضرتش إيه اللى هيحصل. وهل ممكن يطلب مكان للرؤيه بعيد عنى والمحكمه توافق,"بالنسبة إلى طلب مكان للرؤية، فإذا كان الطرف الآخر يعيش بعيدًا عن المحكمة، فيمكن لهم طلب مكان مناسب للرؤية بالقرب من مكان إقامتهم."
السلام عليكم دلوقتي انا قاعده في شقه ايجار مع جوزي واولادي وموظفه وكل مرتبي بحطه في البيت جوزي من ساعه ماتجوزنا ضرب واهانه وبهدله وعزلنا بدل المره ثلاثه بسبب فضايحه ليا قدام الجيران اخر مره ضربني وسرق دهبي وعملت له محضر ضرب وسرقه وعملنا قعده صلح ورجعت شقتي وهو اخد برائه من محضر الضرب دلوقتي وانا في الشغل جاب عربيه واخد العزال من الشقه واخد هدومه وراح عند أهله وانا رجعت مالقتش العفش روحت عملت محضر تبديد وعماله اتصل عليه مابيردش وكلمت أهله قالو مايعرفوش عنه حاجه وبعدها باسبوعين… See more,"بعد تقديم الشكوى وتزويد الجهات المختصة بالأوراق اللازمة، سيتم التحقيق في الأمر واتخاذ الإجراءات القانونية اللازمة لحمايتك وعائلتك."
موظف حكومي ولما اتحكم لاولاده بنفقه اخد اجازه بدون مرتب ايه العمل,"ومع ذلك، على العموم، فإنه قد يكون بإمكان الموظف الحصول على إجازة بدون مرتب، وذلك بالتنسيق مع جهة العمل التي يعمل بها."
عايز رد بما يرضي الله موظف ومرتبي  وفعلا لايوجد دخل اخر وابني عنده سنه وثلاث شهور ومحامي الزوجه قالي ادفع ج نفقه شامله المسكن والطفل تزيد ٪ كل سنه هل اوافق والا امشيهاومحاكم هايكون افضل ليا مع العلم الشقه ايجار ؟؟,"بشكل عام، إذا كنت غير راضٍ عن أي شيء بخصوص قيمة النفقة أو طريقة تحصيلها، يجب عليك التشاور مع محامي مختص لمساعدتك في بناء حالة قانونية قوية وتحقيق حقوقك."
هل لو الزوجه معملتش قايمه بس الزوج مضى على وصل امانه . وصل الامانه يضمن حقوقها ؟. لان سالت احد المحامين وقالى وصل الامانه لم يعد يعترف به و بعض القضاه بيحكمو فيه بالبراءه .  ملاحظه الوصل غير مؤرخ,يجب عليك التوجه لمحامي مختص لتزويدك بالنصيحة القانونية اللازمة والإرشادات اللازمة لرفع القضية في حالة وجود احتمالية للفوز.
مراتى سابت البيت و رفعت دعوى نفقة زوجية ونفقة صغار واتحكملها غيابى نتيجة عدم معرفتى بالجلسات واستلمت الصيغة التنفيذية وأعلنت لى بالحكم عن طريق البريد من المحضر . دلوقتى بتقول عايزة ترجع . ايه الإجراءات اللازمة لانهاء الدعوتين تماما وكان شيئا لم يكن (يعنى ازاى اضمن انها ماتنفذش او تعمل اى حاجه بعد ما ترجع لانى مش واثق فيهم مع العلم انا هدفع لها المبالغ المطلوبة),"وإذا كنت ترغب في إعادة النظر في الحكم المصدر، يجب عليك التقدم بطلب استئناف أو طلب إعادة النظر في الحكم، وذلك في الزمن المحدد قانونيا."
السلام عليكم ورحمة الله وبركاته استفسار زوج متوفى ترك شقة ميراث مقسمة بين زوجة المتوفى واولادها بنت وثلاثة ذكور فنصيب الام الثمن والباقى للذكر مثل حظ الانثيين السؤال لو اشترت البنت من احد اخواتها الذكور فما هو مقدار نصيبها واذا اشترت من اخين ذكور فما هو مقدار نصيبها وشكرا,"لذلك، إذا اشترت البنت حصةً من أحد أخواتها الذكور، سيتم تقسيم نصيبها الأصلي في الشقة مع حصتها الجديدة بنسبة تساوي حصتها القانونية الأصلية، وهي ربع الشقة."
"السلام عليكم. لو سمحتو ممكن محامي يرد عليا انا اخويا مسجون وهو طالب ف ثانوى زراعي مفروض دى اخر سنه وعايز يمتحن قال للظابط قالو هات إثبات قيد وتمتحن المهم والد راح يجيب إثبات قيد من المدرسه مرضيوش قالو لازم أمر من النيابه قال المحامى بتاعه قاله لا انا مقدرش اعملك حاجه روح المحكمه طلع قرار أو موافقه منهم الاول ،. هل الكلام دة صحيح ولو مش صح مفروض نعمل ايه . ولو صح ايه الخطوات اللي نعملها حتي نستخرج قيد الاثبات . ارجو المساعده ","نعم، في حالة الحصول على إثبات قيد من المدرسة للطالب الذي يقبع في السجن، فقد يتطلب ذلك التنسيق مع النيابة العامة والسلطات الأمنية في السجن."
"بعد اذن السادة الزملاء. اختيار الوصي هيكون ازاي في الحالة دي! ؟. هل هناك صيغة ويأخذ عليها صحة توقيع  او نموزج معد في الشهر العقاري . طبقا لنص المادة  من القانون  لسنة . ""يجوز للأب أن يقيم وصيا مختارا لولده القاصر أو للحمل المستكن ويجوز ذلك أيضا للمتبرع فى الحالة المنصوص عليها فى المادة … See more","نعم، يوجد صيغة يمكن توقيعها في الشهر العقاري لاختيار الوصي، ويتم تحديد الوصي وفقاً للقواعد التالية: 1- يجب أن يكون الوصي عاقلاً وقادراً على القيام بدور الوصاية."
لو سمحتم عايزه اعرف ان كان ف طلاق غيابي او لاه جيت اطلعها من مصر الرقميه قبل طب جيت اطلع لوحده عايشه مع جوزها قبل برضو دا اي وعايزه اعرف ان طلق غيابي او لاه,"على العموم، للحصول على إجابة دقيقة، ينبغي عليك مراجعة محامي متخصص في هذه القضايا وتقديم جميع الوثائق اللازمة، وسيتمكن المحامي من تقديم النصيحة الصحيحة بناءً على ذلك."
"فائدة جليلة:. ذكر ابن القيم -رحمه الله- أن العبد لا يمكن دخوله الجنة إلا بالتمحيص، وهو تخليص إيمانه ومعرفته من خبث الجناية؛ لأن الجنة طيبة لا يدخلها إلا طيب، ول… See more","ويتضمن ذلك تحليل الأدلة وتثبيتها، وصياغة البيانات والمذكرات بأسلوب يتماشى مع القوانين المعمول بها، وتقديم الدعاوى والمطالبات بدقة واحترافية، وذلك لضمان حصول العميل على حقه بأسرع وقت ممكن."
السلام عليكم . هل النفقه الي البنك بيديها للام والاولاد ممكن ميوفقش يدي عشان والام ضامنه شخص واخد قرض من اابنك والشحص ده بيدفع الشهر بشهرو . ممكن بنك ميرضاش يصرف النفقه عشان القرض ولا ملوش علاقه,"وبقدر ما يمكن أن تكون النفقة مستحقة للأم والأولاد، إلا أن تعليق صرف هذه النفقة بسبب القرض قد يعتمد على شروط البنك والاتفاقية التي تم توقيعها."
السلام عليكم. ارجو الافاده من الساده المختصين . حاليا انا رافعه نفقات . والزوج مسافر بره هروب من دفع النفقه … See more,تعتمد الإجراءات التنفيذية المتاحة ضد الزوج المتخلف عن دفع النفقة على النظام القضائي في دولتك.
"لو سامحتوا انا أخويا مطلق غيابي ومعاه طفل من طلقته والمحامي بتاع طلقته رافع عليه أنه بيطالبه بكامل المنقولات حتى الأشياء اللي أخويا جايبها في الشقه السؤال هنا بقى هي ممكن طلقته دي المحكمه تحكم ليها أنها تاخد المنقولات كامله وله ممكن المحامي بتاع اخويا يشوف ثغره أنها تاخد الحاجات اللي هيا جيباه بس ، واسفه اني طولت عليكم ،،،،،ملحوظه احنا معندناش قائمه يعني أخويا ممضاش على قايمات","وبما أنه لا يوجد قائمة بالأشياء التي تم جمعها خلال فترة الزواج، فإن المحامي يجب أن يقوم بإثبات ملكية الأشياء ونسبها إلى الطرف الخاضع للدعوى."
"الخروج على النص ودلالته أو تأويله بدعوى الاستهداء بالغرض منه أو بالحكمة التى املته، هو البحث في حكمة التشريع ودواعيه، وذلك لا يكون إلا عند غموض النص أو، مما يكو… See more","المحامي يقوم بتحليل الوثائق والأدلة واستنتاج الحجج القانونية التي تدعم قضيته، ولكنه لا يمكنه تأويل النص بدعوى الاستهداء بالغرض منه أو بالحكمة التي أملتها."
هو دلوقتى جوز اختى سايبها هى وبناتها الأربعة من تلات سنين بس بيبعت كل شهر فلوس حوالى فى الشهر ومرات جنيه ولا ليدفع لا مدارس ولا دروس ولا كهربا ولا غاز ولا اى حاجة المهم دلوقتى جالها ورقة من مأذون أنه اتجوز عليها هى دلوقتى ماعندهاش مصدر رزق غير الفلوس اللى بيبعتها ومش معاها فلوس ترفع قضايا عليه دة غير أنها تعبانة ورجلها مش بتقدر تمشى بيها ارجوكم ردوا عليا حلها اى أنا م عارفة,يجب عليها تزويد المحامي ببعض المعلومات الهامة مثل بطاقة الرقم القومي وعنوانها وعناوين المنافذ وحسابات البنوك التي يتم من خلالها إرسال الأموال.
السلام عليكم برجاء الرد ضرورى. حصل تاتش بينى وبين زوجى و جت مامتى ليا لانه كان ضاربنى جت و معاها موسمى ع أنها تقعد مع جوزى و تتكلم معاه انا رضيت بكلام ماما وسكت علشان خاطر ابنى و مدرسته و دروسه   للاسف هو نزل جاب أمه شتمت ف امى و الله العظيم أمه اللى بوظت الدنيا و الله العظيم  و أخته جت ضربتها و امى اتعورت و اتخيطت خمس غرز و الاشعه أثبتت ان فيه تجمع دموى . عملنا محضر باالى حصل هما تانى يوم عملوا محضر إن انا وماما ضاربينهم و متخيطين غرزه ع العلم أن حماتى ضربتنى واغمى عليا بشها… See more,أعتذر منك عن عدم القدرة على مساعدتك في هذه الحالة لأنني مجرد برنامج حواري ولا يمكنني تقديم استشارات قانونية أو رفع قضية.
لو سمحتوا لو تم الحكم فى أمر آداء لايصال أمانة وتم تأييد الحكم فى الاستئناف . ومبلغ الايصال  ألف جنيه . هل عشان التنفيذ للجكم يتم بعد ما طلعت الصيغة التنفيذية بيكون فيه رسوم لازم يدفعها الطرف اللى رافع الاستئناف ؟ . ومبلغ الرسوم دا يوصل ل  جنيه ؟؟… See more,"لذلك، إذا كان مبلغ الايصال 1000 جنيه، فرسوم التنفيذ يجب أن تكون في نطاق 10 إلى 50 جنيهًا تقريبًا."
السلام عليكم ورحمة الله وبركاته. الرجأء الإفادة القانونيه. عليا أحكام تبديد بسبب محضر التنفيذ في دفع النفقه المجمده مع العلم تم أخذ مبالغ اكثر من مره وعرض مبالغ ماليه او تقسيط تم رفض المحضر اخذ الأموال ودفع المبالغ بانذارات وتفاجئات بوجود  محاضر تبديد وللعلم لم يأتيني اعلام. الرجأء لأهل الخبره ما العمل؟,"2- إذا لم تتمكن من إجراء التسوية مع الطرف الآخر، يمكنك التقدم بدعوى قضائية ضد الطرف الآخر لاسترداد المبالغ المستحقة لك وإثبات عدم صحة محضر التنفيذ الصادر ضدك."
سلام عليكم دلوقتي انا اجرت شقة بدل التمكين بس انا كنت نفذت التمكين وزوجي قدم ما يفيد انة دخلة  الف فقط واتحكم ليا بنفقة  ماكل وملبس ومسكن والشقة الايجلر بالف جنية في الشهر وابني محكوم لة بنفقة  هل هيتحكم ليا بالاف جنة الي انا اجرت بيهم الشقة ولا هيبقي اققل,"كما أن الأجر المتفق عليه للاستئجار الذي يدفعه السائل يمكن أن يؤخذ بعين الاعتبار عند التحكيم في النفقة، ولكن هذا يتوقف على قرار المحكمة وظروف القضية بشكل عام."
ممكن تنشره من غير اسم. السلام عليكم. دلوقت انا ابو ابني حصل بينا خلاف و اخد ابني مني و عملنا محاضر ف القسم و طلعلي ضم و تمكين لكن كان مختفي بالولد و ملقيناش حل وقتها غير بالاتفاق الودي و انا مضيت تنازل عن كل حاجه و محدد النفقه بمبلغ بسيط و استضافه يومين ف الأسبوع و كان فيه شرط جزائي كبير و حصل خلاف وقت الكورونا و تعب مني ابني و طلبت منه الفتره دي يجي يشوفه ف البيت و بلاش الاستضافه فرفض و انقطع الاخبار فتره و حاولنا نكلمه ودي بس رفض و معاها النفقه و مرضتش اشتكي عشان المشاكل فوجئ… See more,"من الواضح أن الوضع يحتاج إلى تدخل قضائي لاستعادة حقوقك وحقوق طفلك، وعليك الحرص على توفير كل الأدلة اللازمة التي تدعم مطالبتك وتثبت عدم امتثال الأب للاتفاق السابق."
ازاى يتم التصالح فىجنحه وجلستها الشهر الجاى امام المحكمه... هل يتم التصالح فى النيابه ولا أمام المحكمه ولا ازاى لأن محامى المتهم عاوزنى اعمله توكيل عشان يخلص هو إجراءات التصالح.. شكرا,"يمكن التصالح في الجنحة المستأنفة في المحكمة إذا كان الخصوم يرغبون في ذلك، إذا توافرت الشروط القانونية، وذلك في المرحلة القضائية."
طلقيتى عاملة تمكين ولسه متنفذش والشقة فيها العفش بتاعها اخليه ولا اشيله لما ترفع قايمة ارجو الافاده,"ويوصى بالتعامل مع هذا الأمر من خلال محامٍ، حيث يمكنهم مراجعة وثائق العاملة الموقعة و العقود و الاتفاقيات المبرمة بينها وبينك، وتقديم النصح القانوني اللازم لحماية مصالحك."
هل يجوز للام التقديم للطفل فى مدرسه خاصه وهى على زمه زوجها بدون موافقه زوجها,"ولكن، يمكن للأم التقدم بطلب تسجيل الطفل في مدرسة خاصة بدون موافقة الزوج في بعض الحالات التي يجوز فيها ذلك وفقاً للقانون المعمول به في البلد المعني."
ما هي الاجراءات القانونية لوقف تنفيذ الرؤية من جهة الأب لسفره للخارج وشكرا.,"إذا كان الوالد يريد سفر الطفل للخارج دون إذن الوالدة أو بدون موافقة القاضي المختص، فيمكن للأم إتخاذ الإجراءات القانونية التالية: 1."
السلام عليكم لو الزوجه غضبت  وخدت الدهب معاها ونا مش في البيت هل وهنا ناويين علي طلاق ازاي اسبت أنها خدتو,يمكنك التحدث مع محامي للحصول على المشورة القانونية اللازمة حول كل هذا الأمر واتخاذ الخطوات اللازمة لرفع دعوى قضائية إذا لزم الأمر.
لو سمحتوا بالنسبه لقضيه القايمه لو الزوج مش عايز يسلم القايمه وعايز يدفع قيمتها  الف جنيه بالدهب  عادي ولا ايه ؟؟؟ علما بأن الدهب مكتوب  جرام سعرهم  الاف جنيه ؟. لو سمحتوا ردو عليه,"أما إذا كان الطرف الآخر لم يوافق على هذه الشروط، فيمكن تقديم طلب رفع القضية وترك القاضي يحدد الإجراءات المناسبة لتلك الحالة."
لو سمحتوافيدوني انا كنت رافعه تمكين وتمكنت من الشقه وكتب الشقة بااسم والدته والدته عملت طرد عشان ما بيدفعش الايجار وكان تمكين مشترك بس كنت مستلمه الشقه فاضيه ما فيهاش عفش هو النهارده جاب  الحكومه وكسر الباب واخذوا الشقه وسلموها لوالدته ايه الحل دلوقتي اعمل ايه,"وبشكل عام، قد يتطلب الأمر رفع قضية قضائية لاستعادة الشقة لك أو لتسوية الوضع الحالي بطريقة قانونية."
السلام عليكم . عايزه اعرف الجد الاهو واصي علي الاولاد اتوفي كد الواصيه هتروح لمين. الام متزوجه بس الاولاد معايا في حضانه امي عشان ابوهم متوفي  كد الوصايه هتروح للجده برضو. شكرا,"عليكِ القيام بإجراء التصريح اللازم لوضع وصية على الأولاد، وذلك بتحديد من يكون الواصي عليهم في حالة وفاتكِ."
لو سمحتو عندى جلسه اجر مسكن بكره انشاء الله و جواب التحريات لسه مأخدتوش من المباحث عمالين يماطلو معايا و انا عطياهم الطلب بقالى اسبوعين اعمل ايه و الجلسه بكرة,"يمكنك أيضاً الاتصال بمتابعة القضايا بالمباحث للاستفسار عن حالة جواب التحريات والتذكير بضرورة إرساله بأسرع وقت ممكن، لأن ذلك يساهم في سرعة إجراء العدالة."
لو جايلى حضور فى المحكمة ومكتوب فيها حل النزاع وديا معناها ايه,"في هذه الحالة، فإنه يمكن للمحكمة إصدار حكم يلزم الطرفين بالتزام الاتفاق الذي تم التوصل إليه بشكل ودي والذي قد يتضمن تسوية مالية أو إجراءات أخرى."
"لو سمحت لو المطلقه عايزه قيمة القائمه فلوس ،وتعرض عليها حاجاتها قالت مش بتاعتي وهي بتاعتها ونكرت،الحل ايه القاضي هيحكم بفلوس ولا هتاخد حاجاتها ،هي معها محامي شاطر جدا،وقالوا في خبير هيجي يعين الحاجه ويقرر ومجلس حد ،من الاخر يعني حاجاتها موجوده كامله وهي عايزه فلوس هتاخدها ولا هتاخد فلوس",عند اتخاذ قرار المحكمة بشأن القضية سيتم تحديد ما إذا كانت المطلقة ستتلقى القيمة النقدية أم الأصول التي تبلغ القيمة المطلوبة.
انا عندى سؤال كنت كاتب زواج عرفى ومراتى رفعت عليه قضيه تبديد والتحكم عليه بسنه وكتبنا رسمى وبعديها بشهر غضبت هل ممكن ترفع تانى من نفس القائمه قضيه تبديد تانى وممكن اروح المحكمه اجيب التنازل بعد متصلحنا قبل كده وخصوصا أنى فى قسيمه من كتب الكتاب الرسمى المفروض اعمل ايه هل من حقها ترفع تانى قضيه تبديد وهل ليه علاقه بالطلاق يعنى لازم أطلق قبل القائمه ولا مالهاش علاقه ومحاضر السرقه والدهب تعطل القائمه وهل لازم اعلان يجيلي بكده ارجو الرد لانى مش فاهم اى حاجه,"حسب المعلومات التي ذكرتها، يمكن لزوجتك رفع قضية تبديد تانية إذا كانت هناك أدلة جديدة تشير إلى تبديد الأموال."
السلام عليكم . ايه الاجراءء القانوني اللي نتخذه تجاه محامي رافعلي قضيه وخسرها ومش عايز يديني الورق وبيقول لسه ف نسخ علما اخد كل اتعابه واحنا شاكين انه تحالف مع الطرف التاني بسبب مماطلته وتهربه مننا,"3- في حالة عدم توفير حل من خلال مجلس المحامين، يمكن تقديم دعوى قضائية ضد المحامي وذلك لدى المحكمة المختصة."
انا اخدت سنهجنحفي قضيه القائمه وجلستي بكره وهما جايبين شهود زور الحكم ممكن ينزل لقد ايه. ملحوظه علشان محدش يقول اديها حجتها هيا واخده الحاجه بس فيه بينا قضيه تانيه جبت حبس لاخوها علشان اتهجم عليا في البيت واخدو الحاجه وعيزاني اتنازل لاخوها علشان تتناز…,"قد يتم رفع دعوى استئناف للطعن في الحكم، ومن الممكن إحضار شهود آخرين للإدلاء بشهاداتهم أو الاعتراف بسوء النية والزور في شهادات الشهود الأصليين."
فيه واحد محبوس بوصل امانه سنه من يوم// في يوم/يوم عيد الشرطه ممكن يخرج وهل يحسب نصف مده السنه هى شهور ولا نصف مده التسع شهور .شهر,"وبشكل عام، إذا كانت الفترة التي قضاها المسجون في السجن نصف عام، فإنه يتم حساب ذلك بالأشهر، ولكن إذا كانت تسعة أشهر بالضبط، فيجب أن يكون الحساب بالأيام والساعات."
السلام عليكم. لوسمحتوا لوحد سرق صور ليا وعمل بيه اكونت .. ايه الاجراء اللي اقدر اخده ؟ . وهل كده في خطا او مسؤلية واقعة عليا ؟ . وشكرا,"وعليكم السلام ورحمة الله وبركاته، يعتبر سرقة الصور التي تملكها حقوقاً من غيرك واستخدامها في حسابك شخص مخالف، ويمكن للمشاكية اتخاذ الإجراء القانوني ضده."
السلام عليكم ورحمه الله وبركاته . الى اهل العلم والسادة المحامين . انا علية حكم أول درجة ست شهور فيجنحة تبديد فرق مصاغ ذهبي وعدت  يوم وبعدها جانى من المحكمة محضر حجز تنفيذي محدد يوم /. معناه اية الحجز دا ولية . مع العلم أن الحجز بنفس مبلغ التبديد. ماذا افعل فى هذا الحجز . ولكن جزيل الشكر,"وبالنسبة للإجراءات القانونية التي ينبغي اتباعها، فيمكنك التواصل مع محامي خبير في هذا المجال لمساعدتك في تزويدك بالمشورة القانونية اللازمة ورفع الدفوعات القانونية المناسبة للمحكمة."
السلام عليكم .  أريد أن أستفسر ما عقاب الضرب للعين مع العلم أنه باليد  و تسبب من انتفاخها مع زروقية و لكن كتب في الشكوى أنه بمفتاح و أ ن شبكية العين تضررت مع العلم كذلك ان المشتكي هو من ضرب  أولا  من فضلكم اعينونا باستشارة تمكننا من الخروج من المأزق,"في حالة الإصابة بالعين ، فهذا يمكن أن يتم قياسه كإصابة خطيرة حيث يتسبب ذلك في عجز واضح وبالتالي يتم تصنيف الجريمة في فئة خطيرة."
السلام عليكم عايزة اسأل سؤال . المحامى خد الحكم بالنفقة وبيماطل فى التنفيذ ومش عايز ينفذ وكل شوية ياخد فلوس ومش بينفذ اعمل ايه . انا حاسة انه بياخد فلوس من الزوج ( الزوج محامى ) عشان يخدمه وكل شوية يتحجج بحجج تافه ومش راضى ينفذ اعمل ايه,"عليك أولاً بالاتصال بالمحامي وتوضيح له أنك تريدين تنفيذ الحكم الصادر بخصوص النفقة، وتتابعي معه بشكل منتظم لمعرفة ما إذا كانت هناك أية مستجدات."
