text,answer
طلب الخصم تمكينه من إثبات أو نفي دفاع جوهري بوسيلة من وسائل الإثبات الجائزة قانونا هو حق له إذا كانت هي الوسيلة الوحيدة التي له في الإثبات. .          طعن رقم ل… See more,"عذرًا، لم يتم تحديد بطلب الخصم حقيقةً ما هو الموضوع القانوني الذي يتعلق به طلب الخصم؟ يرجى توضيح المزيد من المعلومات حتى يمكنني تزويدك بالإجابة الدقيقة."
مواعيد قانونيه : -. - انقضاء الدعوى الجنائية فى الجنايات  سنوات. - انقضاء الدعوى فى الجنحسنوات. - انقضاء الدعوى فى المخالفات  سنة. - سقوط العقوبة فى الجنايات  سنة… See more,"تماما، هذه هي المواعيد القانونية الأساسية التي تتعلق بالانتهاء من قضايا الجنايات والجنح والمخالفات في مختلف الأنواع: 1- انقضاء الدعوى الجنائية في الجنايات: 15 سنة من تاريخ وقوع الجريمة."
محضر سب وقذف عملته في مباحث الانترنت في شهر مارس واتحول برقم جنج في القسم وحاليا في النيابة مكتوب جمبه عرض هوا العرض بياخد كل ده؟ وهل في طريقة استعجله ؟,"وفيما يتعلق بطريقة تسريع العمل القضائي، فإن هذا قد يتطلب إجراءات إضافية قابلة للتفاوض والتفتيش عن طريق المحامي الخاص بك."
لو الزوجة رفعت قضايا علي الزوج زي النفقة وحكمت المحكمة بالنفقة وبتاخدها شهريا ورفعت برضه بالقايمة و حكمت المحكمة بحبس الزوج سنة وغرامة  جنيه حكم غيابي يعني دا اول حكم في قضية القايمة وبرضه هي رافعة  بالمجمد بتاع النفقة ولسه مدفعش الزوج المجمد السوال هنا لو تم التصالح بين الزوجين هل الاحكام دي تسقط علي الزوج التصالح بمعنى انها رجعت للزوج والامور طيبة والحمد لله,"إذا تم التصالح بين الزوجين ووافقوا على إسقاط الدعوى وإنهاء الإجراءات القضائية والمصروفات القضائية، فإن الحكم الصادر في القضية يسقط ولا ينفذ، ولا يمكن تنفيذه على الزوج."
جماعة لو حد يفدنى لو عايزة اطلع شهادة وفاة للجد والجدة والاعمام لكن الوفاة من وقت طويل للقيد العائلى ده اعمله فين وشكرا مقدما,"إذا كانت تلك المحافظة بعيدة عن محل إقامتك، فمن الممكن التواصل مع المكتب عن طريق البريد الإلكتروني أو الهاتف لترتيب استلام الشهادات ودفع الرسوم اللازمة."
لو سمحتو الساده المحامين . لما يكون في زوجين بينهم مشاكل وبعدين يعملو قعده عرفيه يحضر فيها كبار من البلد ويتفقو على شروط للصلح ويتم كتابة هذه الشروط في ورقه ويمضو عليها الزوجين والحضور . السؤال؛ هل هذه الورقه تعتبر ورقه رسميه يمكن استخدامها في المحكمه وتقديمها كمستند رسمي في أي قضيه بعد ذلك مثل لا قدر الله قضية طلاق للضرر؟. وإذا كانت الورقه دي ملهاش لزمه. فما هو الإجراء القانوني اللي يتعمل بحيث تكون هذه الورقه رسميه ويُعتدّ بيها كمستند رسمي؟؟… See more,"إذا تم توقيع عقد الصلح بحضور شهود عدة، فإنه يمكن استخدام هذا العقد كمستند قانوني يثبت التزام الطرفين بالاتفاق."
سلام عليكم الرجاء الرد من السادة المحاميين دلوقتي انا كنت واخدة الشقة تمكين مشترك بيني وبين زوجي وسيبت الشقة لان لا فيها كهرباء ولا مياة ولا عزال وبعد مامشيت طلع هو عمل محضر اثبات حالة اني تركت المنزل بكامل ارادتي دون طغط منه او من اي احد بعدها طلقني غيابي ينفع ارفع تمكين منفرد علشان سمعت ان والدة باع البيت بتاريخ قديم واخد علية صحة توقيع والي باعلة البيت يبقي عم زوجي وعم زوجي رافع قضية طرد علي الكل بما فيهم انا وطليقي وولادة وابوة وامه,"ومن ثم، فإنه يمكنك تقديم طلب لتعديل حالة التملك من تملك مشترك لتملك منفرد للعقار، ولكن ينبغي التأكد من الإجراءات الدقيقة التي يجب اتباعها بناء على القوانين المحلية."
متي يسترد الزوج الشقه من الزوجه إذا صدر قرار تمكين. ثلاث حالات. اولا: ان يبيع الزوج الشقه.. ثانيا: عمل عقد ايجار ورفع دعوي لطرد المستأجر لعدم سداد الاجره. . ثالثا: ان يهيئ مسكنا مناسبا للزوجه لو كان المسكن ايجار يلتزم بدفع الاجره.,"في الحالة الثانية، إذا عمل الزوج على عقد إيجار وأراد طرد المستأجر لعدم سداد الإجرة، يجب عليه رفع دعوى قضائية لطرد المستأجر وإثبات ذلك أمام القضاء."
لو انا عملت استئناف لحكم معين واتحدد أول جلسة ف شهر  . ممكن الغي الاستئناف دا حاليا ولا بستني أول جلسة ولا بيحصل ايه,"إذا قمت بتقديم طلب لإلغاء الاستئناف الذي تقدمت به قبل عقد الجلسة الأولى، فقد يتم قبول الطلب وإلغاء الاستئناف."
السلام عليكم. دلوقتي واحده رافعه القايمةجنحوالخصم عمل معارضه واتحدد جلسه. وبعد كده لاقيت الخصم رافع عليها قايمة ف محكمه الاسره ومحدد جلسه ومكتوب موافق جلسه كذا ومكتوب إثبات منقولات و براءه ذمة. كده معنى ايه وهل لازم تحضر ولا وشكرا,عليك التحقق مما إذا كانت الدعوى التي رفعها الخصم ضدك في محكمة الأسرة لها أي علاقة بالدعوى التي رفعتها ضده في محكمة الجنح.
زوجة أخذت حكم نفقة صغير ولم تثبت إلا دخل الزوج من مرتبه فما هي شروط رفع دعوى ذيادة نفقة الصغير,"لرفع دعوى زيادة نفقة الصغير، يجب على الزوجة أن تثبت وجود زيادة في حاجتها المادية وأن الزوج بإمكانه دفع هذه الزيادة."
"بصراحة صعيب تنتهي علاقتك بإنسانة كنت كتشوف الحياة غتبنيها جنبها ،عمرني فكرت غدي نطلق ..كنت ديما كنشوف سعادتي حدا هديك الانسانة اللي تفارقت معها ..من بعد الفراق دخلت في اكتئاب وظلامت الدنيا في عيني ..أنا عارف بلي بزاف ديال الناس عاشو هذ الشعور..دبا مدة مبقاش التواصل بيني وبينها ولكن اقسم بالله دائما في بالي ديما كنفكر فيها ... الإنسان كيحب مرة واحدة ومن بعدها معمرو يقدر يحب.","الأمر الأهم هو عدم الالتفات إلى الماضي وتركه خلفك، والتحرك قدمًا في حياتك، والعثور على السعادة والطمأنينة في مسار حياتك الجديد."
السلام عليكم جد اولادي الأيتام توفي وابوهم مات الاول قبل جدهم وليس لدينا دخل ولا معاش من والدهم لكن جدهم عنده معاش كبير وانا لسه ولادي صغيرين ممكن بالله عليكم حد يفيدني ازاي ادخل اولادي في المعاش وشكرا ليكم,"من الممكن أن يحق لأولادكم الأيتام الحصول على جزء من معاش جدهم، ولكن يجب البحث عن القوانين الخاصة بمثل هذه الحالات في البلد الذي تعيشون فيه."
لو سمحتوا هو ممكن الزوج يستخدم قسيمه الجواز  وبطاقه الزوجه ف ايه,"لا يمكن للزوج استخدام جواز السفر الخاص بزوجته وبطاقتها الشخصية في أي غرض، فقد يعتبر ذلك جريمة تزوير واستخدام مزور لوثائق رسمية، ويعاقب عليها القانون."
السلام عليكم. ممكن اعرف الولايه التعليميه بتترفض فعلا لما يكون لسه مفيش طلاق؟. المحامي قالي اترفضت عشان لسه مفيش طلاق وده بيبقي في اختلاف بين القضاه مش كلهم بيرفضو. وهل لو رفعت حضانه ليها اهميه ولو رفعتها قبل الطلاق هتترفض برده؟. كمان المحامي بيقولي ان الطلاق للشقاق ممكن القاضي ميقبلوش الا لما يحول للتحقيق الاولا ونجيب اتنين شهود عشان يعرف فعلا انه مش امين عليا واالا لا مع ان فيه محضر بتقرير بالضرب… See more,"بالنسبة لرفع حضانة الطفل، فهذا يمكن أن يؤثر على الاستحقاقات الوالدية بعد الطلاق ويجب عليك التحدث مع محامي خبير في قانون الأسرة في بلدك للحصول على نصائح قانونية دقيقة."
السلام عليكم. اتجوزت من سنتين وعندي ولد وكان زوجة كويسة وطبعا في المشاكل العادية اللي بين اي اتنين وطبعا عشان مطورش من المشكلة واكظم غيظي كنت مش بتكلم معاها غير الشديد القوي وطبعا كل مشكلة كنت بسعي لحالها ونتفق وخلاص ومع الأسف ربنا كان وعدني بواحدة بتشيل مش بتنسي واكتشفت ان أهلها عارفين المشاكل اللي بينا وراحت عند اهلها ع سبيل تهدي الأمور بينا ومع الأسف الام اتدخلت وكانت في صف بنتها ومع ذلك رجعتها البيت وعطيت فرصة وسمعتها بس راجعة واحدة تانية خالص بقيت بتتكلم في فلوس ومصروفي ش… See more,"السلام عليكم، للأسف لا يمكنني تقديم استشارة قانونية دون تحديد الدولة التي تقع فيها."
بعد اذن الاعضاء افيدوني. عليا اكتر من حكم منهم حكم تبديد في نفقه متعه وعده وعملت معارضة وخلصت . هل لو اتحبست برضو هسدد الفلوس,"ولكن، إذا قدمت معارضة ناجحة ضد هذا الحُكْم، وتم إجابتها ، فإن الحُكْم لن يُنْفِذ بالفعل ، لذا فلا داعي للتحدث عن سداد المبلغ المحكوم به."
معي متجمد نفقه زوجيه هل لو رفعت خلع المتجمد بيسقط فعلا ولا لا,"لذلك، فإذا كنتِ تفكرين في رفع دعوى خلع، فعليكِ استشارة محاميكِ لمعرفة حقوقكِ وإمكانية إنهاء هذه النفقات."
قضيه اجر مسكن وحضانه محامى الزوجه كاتب في عريضه الدعوى أن الزوجه مطلقه للضرر .وكانت الدعوى اتحجزت للحكم ولما روحنا نشوف الحكم من الأجندة اتأجلت للاستجواب . لان الزوجه لم ترفق بالمستندات حكم بالطلاق ونهائيته .. دلوقت هما كاتبين انها طلقت للضرر والحكم الطلاق اللى هايقدموه فى الجلسه الجايه طلاق للشقاق واستحكام الخلاف وليس طلاق للضرر . هل دا يفيد الزوج بحاجه أو يغير مسار القضيه ؟,"إذا كانت الزوجة لم تقدم المستندات اللازمة لإثبات الطلاق وتأييده قانونًا، فإن زعم محامي الزوجة بأن الطلاق كان للضرر لن يكون له تأثير على مسار القضية."
السلام عليكم. انا محتاجه مساعده او استشاره قانونيه بجد من فضلكوا من غير كلميني ع الخاص ورقم تليفونك ولا وكليني وانا هدبلك حقك ولا الكلام ده كله انا عاوزه حد ابن حلال يساعدنى قالى اربع سنين مطلقه بحكم محكمه بعد م طليقي سرق دهبي وعفشي كله خلى الشقه ع السيراميك وباع شقتى . واتجوز وخلف وعايش حياته وبقالى اربع سنين ف المحاكم مش عارفه اخد منه جنيه ولا نفقه ولا اي حق من حقوقي  اتحكملى ف كل القواضي وواخد احكام ف كل القواضي. ومش عارفين يمسكوه كل م محضر يروحله امه اللي ربنا ينتقم منها تقول مش موجود. ولا عارفه اخد جنيه من نفقه بنتى ...  نفسي اعرف ازاى القانون بتاعنا كده ازاى يحكملى بكل القواضي. ويسبنى في نص الطريق ولا عارفه اروح ولا ارجع  محامين مصو دمي فلوس وكل واحد يقولى اقل من سنه هجيبلك حقك وتعدى السنه ويقولولى نعمل ايه مش عارفين يمسكوة. انا معرفش هو فين. ولا قاعد ولا عايش فين روحت مليون مره المركز وقابلت الظابط والمأمور وروحت مديريه الامن ومقدمه شكوة ف البوابه الاليكترونيه مفيش اي استجابه خلاص حقي وحق بنتى ضاع. حسبي الله ونعم الوكيل انا عاوزه حد فاهم يفهمنى امشي ازاى ولا اروح فين,"وفي الوقت نفسه، يتعين عليك جمع الأدلة والمستندات التي تثبت مطالباتك وحقوقك في الممتلكات والنفقة المستحقة، فذلك سيساعد محاميك في إثبات حقك ومناصرتك في المحاكم."
لو اكتشفت بعد الزواج ان زوجى عنده فصام وده نتيجة المخدرات وبناءا على كلام الدكتور ومكنش قايل لو هرفع قضية للطلاق ايه اللى هيتم وبتقعد قد ايه وخاصة ان وصلت بيه انه يشك ف شرفى واخلاقى ؟. وقضية طلاق للضرر بتاخد وقت قد ايه عشان اضمن حقى,يفضل أن تتحدثي مع محامٍ متخصص في القضايا الزوجية والأسرة للحصول على توجيهات قانونية مفصلة حول كيفية وجود الأدلة والتحضير للقضية والمدة المتوقعة للقضية.
من فضلكم زوجه توفت بعد زوجها ولها بنتين فقط وعدد  اخوات  ذكور وبنت واحده وفى منزل ورثه من امها نصيبها ف المنزل من الأمتار  متر وسم .. كم عدد الامتار الخاصه بكل وريث من الاولاد والاخوات؟  وشكرا,"لكن عمومًا، قواعد التوزيع تختلف تبعاً للقانون المعمول به في بلدك، فقد يمنح القانون نصيباً للزوجة الأرملة وودائع للأبناء والأخوة والأخوات."
كان فيه استئناف نفقة لبنتي وايد حكم أول درجة فطلع له صورة رسمية من الحكم واستلمته. هل لازم اعلن بالصورة الرسمية برضه قبل مارفع دعوى الحبس ولا لأ؟ . انا عملت اعلان لما استلمت حكم أول درجة,وينصح باستشارة محامٍ قبل رفع دعوى الحبس لتحديد الخطوات اللازمة لإجراء هذه الإجراءات بطريقة سليمة وناجحة.
سؤال ضروري لو سمحتم. لو تم الاتفاق إن الطلاق ودي. إزاى الزوج يضمن إن الزوجه تجيب الطفل في المكان الجديد المتفق عليه للرؤية ؟,يجب تضمين التفاصيل والمحتوى الخاص بتبادل الأطفال في الاتفاق والتأكد من وجود اتصال مفتوح بين الزوجين يمكن من خلاله الاتفاق على الأمور الخاصة بالطفل.
السلام عليكم ياجماعه ايه الحل فى الزوج الى بقالو سنتين مش بيدفع نفقه وبتوع التنفيذ بيقولو ان مش موجود نهائى اتعامل ازاى مع الناس الى هما بيكزوبو ويقولو مش موجود وفى حل اقدر من خلاله احصل على حقى تعديل ياجماعه هو قضيه متجمد النفقه ليها تحريات,"أيضاً، يجب عليك الإبلاغ عن أي تقصير في تحديث السجلات الرسمية، لضمان عدم اختفاء المستندات والحقائق والأدلة التي تثبت وجود هذا الشخص."
"مطلقة تزوجت وكان معاها حضانة ابنها هل بعد زوجها تتنقل حضانة الطفل لأمها ولا فى إجراء نقل حضانة ،، ومين المفروض يرفع زيادة نفقة هى ولا امها ؟؟","إذا تم الزواج من قبل الأم، فلا يوجد حاجة إلى إجراء نقل حضانة، إلا إذا كان هناك قرار قضائي يمنح الحضانة للأم وتم الاتفاق مع الاب على تغيير الحضانة."
بعد صباح الخير .... الزوج المانى الجنسية مسيحى ارذوذكسى (كان مصرى وتنازل عن الجنسية المصرية). الزوجة مصرية الجنسية مسيحية انجيلية. تم الزواج داخل مصر والزوج يحمل الجنسية الالمانية  .. زواج مدنى فقط موثق .. دون اتمام الزواج داخل الكنيسة .. الزوج يريد الطلاق بالارادة المنفردة .. الزوج عمل توكيل محاماه وسافر ماهى الإجراءات للطلاق.. وشكرا مقدما.,"بالنسبة للإجراءات، يجب عليه الاتصال بمحام وتقديم دعوى للطلاق بأسباب قانونية معينة (كالخيانة الزوجية أو عدم الرعاية الكافية للأسرة) وبدليل قوي وجاري المتابعة قانونياً."
السلام عليكم. الام تزوجت وانتقلت الحضانه الى امها ولاكن مزال ابنى يعيش مع الام وزوجها وتم تقديم للطفل في مدرسة تجريبى فى دائره سكن زوجيه الام وليس دائرة سكن ام الام الحاضنة هل ده سبب كافى لاثبات ان الطفل مازال في حضانه امه واسقاط الحضانه عن ام الام؟,"إذا كان الأبن يعيش مع الأم والزوج وقامت الأم بإقامة الحضانة بطريقة ملموسة وواضحة، فإنه يتعين على الأب إثبات عكس ذلك إذا كان يريد سحب الحضانة من الأم."
السلام عليكم لو سمحتو انا حصلت مشاكل بينى وبين سلفتى وربنا اللى عالم هى انسانه زباله ازاى المهم راحت عملت محضر انى انا وزوجى ضربناها الناس قالتلى روحى اعملى قصادها محضر روحت عملت فيها هى وبنتها بعد ايام لانهم مسابونيش فى حالى دلوقتى انا جايلى حكم  شهر انا وزوجى ج غرامه وعملنا استئناف ولما سالت عن محضرى اللى عملته فيهم لقيتهم لسه متحكمش فى قضيتهم عاوزه اعرف متحكمش ليه وكمان وضعى انا وزوجى ايه ممكن يتامم الحكم فعلا ولا لا لانى مش فاهمه حاجه من المحامى بتاعنا بصراحه,"عليكم السلام ورحمة الله وبركاته، يجب عليكم الاتصال بمحاميكم والاستفسار منه عن حالة محضر البلاغ الذي تقدمتم به، وعن سبب تأخر تحكم في القضية."
لو الزوجه تركت منزل الزوجية والدهب معاها. هل محكمة  اكتوبر جيزة القاضي بيحكم ان الدهب لصيق الزوجة ولا الراجل يدفعة تاني,"إذا كان الذهب ملكاً للزوجة وقامت بحمله عند مغادرتها للمنزل الزوجي، فسيكون الذهب ملكاً لها بشكل قانوني."
السلام عليكم ورحمة الله وبركاته انا اليوم كسبت قضايا النشوز اليوم هل ممكن ارفع ع الزوجة قضية تعويض,"ولكن، يجب الانتباه إلى أنه في بعض البلدان قد تكون هناك شروط وقيود بشأن فترة الزمن التي يمكن خلالها رفع دعوى تعويض بعد الحسم في دعوى النشوز."
الزوجة ترغب بالطلاق و لكنها ترفض التنازل عن حق المتعة او انه يشوف اولاده . الزوج خايف من تبعات الطلاق الغيابي وهو يعمل في دولة اخرى. ايه الحل؟,كما يمكن للمحامي الاستشارة بشأن إجراءات الطلاق الغيابي والتحكيم وغيرها من الأمور المتعلقة بالطلاق.
ممكن اعرف لو دخل الاب زاد % نسبة زيادة نفقة الصغيره تبقي كلم,"ومن الجدير بالذكر أن إجمالي الدخل للأب ليس الشيء الوحيد المهم، فالنظر في المسؤوليات المالية الأخرى والإنفاق الضروري للأب يتم أخذها بعين الاعتبار في نسبة الزيادة."
مساء الخير ..اتحكم للزوجة نفقة . وبالنسبة للمتجمد ..هى مش عايزة تقسط المبلغ وعايزاه كله ...وكمان مش عايزة تاخد جزء وتمضى على وصل استلام قدامى ...وعايزة ترفع دعوى حبس . السؤال بقى لو رفعت دعوة حبس ايه اللى ممكن اضر منه انا ؟… See more,"لذلك، ينصح بالاتفاق الودي بينكما على التسوية القانونية للنفقة المستحقة أو البحث عن وسيط لتسهيل الاتفاقية بينكما، وفي حال عدم الاتفاق يجب التوجه إلى المحكمة وترك الشفاء لحكم القاضي."
السلام عليكم ممكن استفسار لو سمحتو. انا دلوقتى عليا نفقه مسكن ومأكل الف ونص وعليا الف نفقه متعه وونص نفقه عدة وطبعا هى رافعه القايمه وهى عملت طلاق للشقاق والقاضى طلق. فى ناس بتيجيلى من النقطه عشان يخدونى او ادفع الالف ونص حاليا وروحت للمحامى بتاعى وكلم المحاميه بتاعت الزوجه عشان نحلها ونخلص طبعا المحاميه قالت للمحامى بتاعى هشوف اخوها وارد عليك ولغايه دلوقتى محدش بيرد عليا والمحامى بيقولى لسه محدش رد من الواضح مش عايزين يردو والحكومه كل شويه عندى. المفروض ايه اللى انا ا… See more,"وعليكم السلام ورحمة الله وبركاته، يمكنك مراجعة محامي آخر للاستفسار عن الإجراءات المناسبة للحصول على حقوقك المادية والإنسانية كزوج مطلق."
لو اتعمل طرد وتم التمكين  بتحقيق وشهاده الشهود واترفض الطرد واثبت صوريه العقد المفروش . والشقه باسم والد الزوج . وتم عمل قضيه طرد جديده تاني,ويمكن أن تقوم بالتواصل مع مكتب المحاماة المختص للحصول على المزيد من المعلومات حول إجراءات المحكمة وكيفية التعامل مع القضية.
قضية تبديد منقولات خد  شهور حكم نهائي ومحبوس على ذمة جنايه دلوقت بعت لنا اعلان انذار عرض روحنا نستلم مالقيناش حاجه عملنا محضر إثبات حاله أمه عملت نقض وعيطت للقاضى اننا عايزين نحبسه ومش عايزين نستلم القاضى عمل ايقاف تنفيذ عايزه أعمل شكوى فى التفتيش القضائي ممكن حد يتكرم ويقولى المحتوى,"وعندما قمتم بالتوجه لاستلام الممتلكات المبينة في الإعلان الذي تلقيتموه، لم تجدوا شيئًا، وفي هذه الحالة، قمتم بعمل محضر إثبات حالة أم."
السلام عليكم . بعد إذن المحامين انا جدي مأذون واتوفي . الان انا طالب في السنه الاخيره باحدي الكليات الشرعيه بجامعة الأزهر . هل يجوز أقدم ع الماذونيه واخدها انا ولا يشترط اكون مخلص كليه والخدمه العسكرية . ارجوا الرد من المختصين في هذا المجال … See more,"ولكن، يتوجب عليك تحقيق بعض الشروط التي تضمن ممارسة المهنة بشكل نظامي، مثل استكمال دورات تدريبية خاصة للمأذونين وتحصيل شهادات معينة والتسجيل في السجل المدني للمأذونين الشرعيين."
بعد اذنكم عندي استفسار بعد دعوي حبس في متجمد نفقه ايه اللي يضمنلي انو يلتزم كل شهر ولا لازم كل فتره ارفع دعوي بالمتجمدايه يخليني اخد النفقه كل شهر وازاي انفذكل شهر,يمكنك التواصل مع محامي خاص بهذا الشأن لتزويدك بالمعلومات القانونية الضرورية و اتباع الإجراءات التي تراها مناسبة للحصول على النفقة بشكل منتظم.
هو الخلع ليه نفقة؟ انا اسف حاسس ان السؤال تافه بس انا بجد مش عارف شكرا لصاحب الرد,"ومن المهم الإشارة إلى أن هذه القواعد والأحكام تختلف بين الدول الإسلامية والظروف الخاصة بكل حالة، لذا يجب توجيه الاستشارات الخاصة بالحالات القانونية إلى محامي مختص."
السلام عليكم ورحمة الله وبركاته. لو سمحت ممكن اعرف سن خروج صاحب العمل على المعاش  سنه ولا . ولو عامل يطلع على سن كام. ورشة حداده,يعتمد سن الخروج على المعاش على عدة عوامل مثل الجنس وسن العامل عند تاريخ البدء في العمل ومدة الخدمة المسجلة لدى صندوق التأمينات الاجتماعية.
زوجة صدر ضدها حكم نشوز واسقاط المفروض من النفقة قامت رفعة دعوى حبس بمتجمد النفقة  بإعلانات مفبركة وصدر لصالحها حكم بحبس الزوج ثلاثون يوم . الرد من الزملاء المحامين . افضل حل قانونى لهذة المشكلة,"بالنسبة للاستشارة القانونية الشاملة، أنصحك بالاتصال بمحامي قانوني مختص في هذا المجال لتقديم المشورة القانونية الملائمة واتخاذ الإجراءات المناسبة للمحافظة على مصالحك القانونية."
السلام عليكم. قضيه ضم وحضانه بتاخد قد ايه في المحكمه وايه الاوراق المطلوبه وتنفع في مكتب التموين عشان أضم اطفال للبطاقه,"يجب عليك إحضار جميع الوثائق المتعلقة بالحضانة والضم، مثل شهادات الميلاد للأطفال وأي وثائق قانونية أخرى يمكن أن تدعم حالتك."
السلام عليكم. ممكن محامى ضرورى يفدنا ف موضوع دا. انا صحبتى جوزها طلقها ومعها بنتين سن  و سنة وعندو بيت باعو لاخوة عشان مسافر وكتب ورقة على نفسة ان طلقتو واولادة ياخدو نفقة واجر مسكن بملغ وتم موافقة من زوجة اخوة ما رضى ان عيال اخوة يمشو من بيت فاجر ليهم ايجار سورى وفضلوف البيت معهم لانة دورين  لاسف الام رفعت تمكين عشان تاخد البيت كلة وتطرد اخووة مع العلم الببت باسم اخووة دلوقتى . وفعلا بتمكين اخدتو واخووة انطرد الحل ف دعووة رافعها محامى بطرد الام ليرجع بيت للاخووة واخد امر اخر… See more,يمكن للأخوة التشاور مع محامٍ محترف وقانوني في مجال الأسرة لتقييم حالتهم القانونية وتحليل ما مدى قانونية الإجراءات التي اتخذتها الزوجة السابقة وكيفية الاعتراض عليها.
انا رفعه قضيه نفقه وقايمه على جوزي هاجرني من  شهور بدون اي مصاريف ولا سكن ولا اكل ولا لبس كل شويه المحامي يقول لي حكمت ب القايمه وانا اقول هات حكم القايمه يقول  اصبري شويه اخذ مني  مقدما انا لا يوجد معي اطفال منه واخر حاجه قالهي المحامي حكمت ب  جنيه هو كذب علي مش راضي يديني اي حكم بالقايمه وقال  حكمت بالقايمه اعمل ايه انا دلوقتي عايزه حقي من المحامي,"إذا كان حكم القاضي بأن جوزك يدفع لك جنيه واحد فقط، فعليك التقدم بتمييز للطعن في الحكم وشرح الحقائق التي تدعم مطالبتك بمبلغ أكبر."
انا موظف ومرتبى  ومعنديش اى املاك او اراضى والقاضى حكم عليا بنفقة للزوجة مأكل وملبس ومسكن  ونفقة للولدين ماكل وملبس  يعنى اجمالى  جنيه . المبلغ ده مش كبير ؟ وايه اللى المفروض اعمله دلوقتى افضل... وهل لو هى رفعت استئناف وانا مرفعتش ..ممكن يزيد تانى ؟. ....افيدونى,"بخصوص رفع الزوجة للاستئناف، فهذا يعتمد على قوانين الدولة التي تعيش فيها، ولكن يمكن أن يؤدي ذلك في النهاية إلى زيادة المبلغ الذي يجب دفعه."
مطلوب للعمل بمكتب محاماه بالنقض محامين ابتدائي او جدول عام يفضل الكتابه علي الكمبيوتر من الجنسين مساء الرتب بعد المقابله بشارع الشيخ ريحان عابدين القاهره للتواصل ,"وفيما يتعلق بالشروط والأحكام المتعلقة بالوظيفة التي تم ذكرها، يرجى زيارة مكتب التوظيف الخاص بالشركة أو الاستفسار مباشرة منهم للحصول على تفاصيل أكثر دقة."
ما هى اجراءات وخطوات طلب افراغ الكاميرات المقدم للنيابة لتنفيذه ؟,"ومع ذلك، إذا كانت الكاميرا جزءًا من تقرير تحقيق أو كانت قد تم ضبطها لمشاكل أمنية، فربما يكون هناك إجراءات مختلفة قد تختلف حسب الدولة."
السلام عليكم. ابنى دلوقتى رايح تانيه ابتدائى و طبعا انا عرفت مدرسته من خلال شهاده ميلاده من خلال واحد قريبى شغال فى التربيه و التعليم  لانى طليقتى مخبيه اسم المدرسه و لما روحت اشوفه المديره وافقت فى الاول و قالتلى استنى انزلهولك و بعدين تقريبا كلمتها و رجعتلى قالتلى مش هينفع تشوفه هنا علما انها فى محافظه تانيه و كنت رايخ مخصوص وواخدله لعب.هى المدرسه خاصه و انا برضه رغم انى مش عارف اشوفه فى المدرسه و لا بيمكنونى منه فى الرؤيه بس علشان ما اظلموش انا عاوز ادفعله المصاريف لانها فى… See more,يمكنك التواصل مع الإدارة التعليمية في المحافظة التي يقع بها الابن والاستفسار عن المدارس الخاصة الموجودة في المنطقة و التي يمكن لابنك الالتحاق بها.
لو سمحتوا انا متجوزة من سنة و شهور جوزي لسه بيقضي خدمته العسكرية وفترة الجواز أخدتها كلها مشاكل منه ومن اهله وطاردني من الشقة بقالي اكتر من شهور لا سأل عليا لا بتليفون ولا حاجة ولا بعت حد وضرب وإهانة وانا زهقت منه ومن اهله ومفيش مصاريف حاليا انا عاوزة حقي بالقانون وهو مستقوي علينا وسايبني كدا لحد ما ازهق عشان وماخدش حاجة خليت محامي كلمه وقاله أننا هنشتكي وقاله انا بكلمك ممكن نتفاهم ودي واداله مهلة اسبوع المحامي رن عليه وهو مردش دلوقتي انا مفرحتش بحاجتي ولا ليا حد وعاوزة اعر… See more,يمكنك الحصول على حكم قضائي يأمر جوزك بتحمل النفقات عنك وإعادتك إلى الشقة وتحديد موعد للاجتماع بمسئول التوثيق لوثائق انهاء العقد الزوجي.
السلام عليكم. لو الزوج محبوس والزوجه والأولاد ما فيش اي دخل وهو في بلد تانيه ازاي تجيب ما يثبت انه محبوس وتعمل ايه علشان تحصل على دخل للأولاد وبعد اذنكم عايزه محامين هما اللي يرده,يمكن للزوجة التواصل مع البعثة الدبلوماسية الخاصة ببلدها في البلد الذي يحتجز به الزوج للحصول على مساعدة قانونية للحصول على الأموال التي يستحقها الأولاد.
سلام عليكم. اخي عليه حكم سنه سجن تبديد فرش اي الحل لان المحامي بيقولى هتروحي تسلمي الفرش ويرجع كذا مره,عليكِ الاتصال بمحامي جيد لمساعدتك في الحصول على تفاصيل حول الحكم ومدة العقوبة وإجراءات استئناف الحكم إن كان ذلك ممكنًا.
في قضية الطلاق للضرر بسبب الضرب ..لو واحد من الشهود قال شاف واقعة الضرب والتاني قال كنت حاضر المشكلة بس ماشفتش .. يتحكم فيها بالطلاق ولا لأ؟,"ولكن، في المثال الذي ذكرته، فإن الشاهد الذي شاهد الضرب يمكن استدعاؤه للإدلاء بشهادته، والشاهد الآخر الذي لم يشاهد الضرب يمكن استدعاؤه لإثبات حضوره للواقعة."
السلام عليكم. سؤال لو سمحته وارجو الرد من محامي. اذا شخص جايب قارض واتحبس في طريقة او حل نأخر دفع القرض لحد ميخرج يسده ولا لازم يشتكوه,"وعليكم السلام ورحمة الله وبركاته، يجب على الشخص الذي جاء بالقرض مراجعة شروط وأحكام الاتفاقية التي وقع عليها والتي تحدد الإجراءات المتخذة في حالة تأخر الدفع."
